time,cpu_usage,mem_usage,disk_reads,disk_writes
1.307466983795166,0.12259614031928799,7.416004959584535,156467200,126976
2.404390811920166,0.12261208204045373,7.602484545863282,156737536,126976
3.481724977493286,0.12263487881247705,7.608723639828,156979200,126976
4.5581395626068115,0.12264518376367262,7.609119772778141,157003776,126976
5.563307523727417,0.1226596213034079,7.609713972203351,157036544,126976
6.621902942657471,0.12267711355118409,7.614764667317646,157315072,126976
7.687869548797607,0.12269323115950745,8.058532604712793,157437952,126976
8.802404642105103,0.12270852816636574,8.062989100401877,157622272,126976
9.867324590682983,0.12272770694077666,8.062989100401877,157622272,126976
10.895585060119629,0.12274229873309828,8.063583299827087,157650944,126976
11.931329250335693,0.12275693318211664,8.063583299827087,157650944,126976
13.076939582824707,0.12277293180845456,8.064969765152581,157683712,126976
14.121718883514404,0.1227905876370401,7.374906166007436,157691904,126976
15.185372114181519,0.12280333656870558,7.375698431907717,157741056,126976
16.307231187820435,0.12282402252997811,8.067742695803567,157872128,126976
17.33183217048645,0.1228384751870697,8.066554296953143,157941760,126976
18.35653328895569,0.12285438992541134,8.083588013809194,158085120,126976
19.514339923858643,0.12287529202434998,8.0838851135218,158085120,126976
20.583341360092163,0.12288782490266172,8.08447931294701,158117888,126976
21.589032411575317,0.12290306365660214,8.08467737942208,158126080,126976
22.670182704925537,0.12291669498025602,8.08467737942208,158126080,126976
23.686224699020386,0.12293403320015969,8.084875445897152,158134272,126976
24.77640151977539,0.122947471943485,8.084875445897152,158134272,126976
25.8317928314209,0.12296500322724058,8.084875445897152,158134272,126976
26.907517671585083,0.12298277759285006,8.085370612084827,158150656,126976
28.01303219795227,0.12299798163208059,8.086261911222644,158175232,126976
29.015793561935425,0.12301820853414809,8.088935808636094,158285824,126976
30.088967323303223,0.12303001539131435,8.094283603462994,158531584,126976
31.13033366203308,0.1230409840146263,8.094877802888204,158576640,126976
32.22970795631409,0.12306016139192548,8.098343966201936,158744576,126976
33.270700454711914,0.12307530979544469,8.09973043152743,158801920,126976
34.36297011375427,0.1230906604268825,8.0999284980025,158814208,126976
35.3242506980896,0.12310456192331329,8.100027531240036,158818304,126976
36.49420714378357,0.12312367821807234,8.100423664190176,158838784,126976
37.533302307128906,0.12313983352710231,8.101116896852922,158867456,126976
38.585455656051636,0.12315390839742726,8.101513029803062,158883840,126976
39.66224765777588,0.12316807083223706,8.101810129515668,158896128,126976
40.6957151889801,0.12318540197258808,8.104781126641724,158908416,126976
41.775325298309326,0.12320136942568624,8.104781126641724,158908416,126976
42.828450202941895,0.12321824998629664,8.104979193116794,158916608,126976
43.86615037918091,0.12323536715094936,8.1052762928294,158924800,126976
45.08468174934387,0.12325114754850773,8.105375326066934,158932992,126976
46.08493971824646,0.12326823883784023,8.107058891105034,159006720,126976
47.154611349105835,0.12328485440945762,8.107455024055174,159014912,126976
48.20141339302063,0.12330079725751394,8.107653090530244,159023104,126976
49.22186350822449,0.12331751742208712,7.4078842341066515,159039488,126976
50.293511629104614,0.1233313111493297,7.790845763655198,159072256,126976
51.43000268936157,0.12335221225590631,7.793717727543719,159162368,126976
52.45611882209778,0.12336413644676786,7.798471322945407,159391744,126976
53.68145179748535,0.12337953949609784,7.7989664891330825,159399936,126976
54.684234857559204,0.12339704775303195,7.7989664891330825,159399936,126976
55.733654499053955,0.12341253536366341,7.81114757734991,159952896,126976
56.78563380241394,0.12342621025124335,7.81382147476336,160096256,126976
57.82282090187073,0.12344202824413003,7.81401954123843,160104448,126976
58.83522653579712,0.12345644853413379,7.814316640951036,160116736,126976
59.89985418319702,0.12347282572751354,7.814415674188571,160124928,126976
60.99066615104675,0.12348960421774138,7.814415674188571,160124928,126976
62.103020429611206,0.12350511897898202,7.814415674188571,160124928,126976
63.137582778930664,0.12351970032288964,7.814613740663641,160133120,126976
64.2785177230835,0.12353585538098526,7.849473440276025,161525760,126976
65.3146641254425,0.12355539594495553,7.849572473513561,161542144,126976
66.33184480667114,0.12356948107532907,7.849671506751096,161542144,126976
67.4818823337555,0.12358647064747053,7.849671506751096,161542144,126976
68.45420098304749,0.12360193757376649,7.850463772651377,161579008,126976
69.58019232749939,0.12361604873351849,7.895028729542208,163512320,126976
70.65981316566467,0.12363452654682933,7.895028729542208,163512320,126976
71.6855149269104,0.12364817589655813,7.895127762779744,163512320,126976
72.73647499084473,0.1236664228996339,7.893246131266577,163536896,126976
73.76766085624695,0.1236811160032461,7.893246131266577,163536896,126976
74.92380261421204,0.12369344090359552,7.894632596592069,163590144,126976
75.89826941490173,0.12371347601840685,7.894632596592069,163590144,126976
76.97558450698853,0.12372902357394426,7.894731629829603,163590144,126976
78.00416135787964,0.12374489756949474,7.894830663067139,163606528,126976
79.08010959625244,0.12376301072294922,7.895325829254815,163631104,126976
80.13482189178467,0.1237768101218471,7.895325829254815,163631104,126976
81.25370502471924,0.1237956014058305,7.895424862492349,163643392,126976
82.3077404499054,0.12381646046334988,7.895523895729885,163647488,126976
83.48849105834961,0.12383139106920446,7.895523895729885,163647488,126976
84.51167154312134,0.12384662320408021,7.895721962204955,163655680,126976
85.58934450149536,0.12386504887049263,7.895721962204955,163655680,126976
86.66008710861206,0.12387940478863109,7.89582099544249,163659776,126976
87.68989062309265,0.12389490967376217,7.896019061917562,163659776,126976
88.85588479042053,0.12390990418807893,7.896019061917562,163663872,126976
89.9141013622284,0.12392673704913791,7.897900693430729,163729408,126976
90.9811737537384,0.1239438207186197,7.901168790269391,163774464,126976
92.06390500068665,0.12396244227437542,7.901168790269391,163774464,126976
93.18860149383545,0.1239762714872301,7.901267823506926,163774464,126976
94.19679093360901,0.12399127734697991,7.9016639564570665,163790848,126976
95.26230001449585,0.12400649830788046,7.9016639564570665,163790848,126976
96.36135125160217,0.12402182323607419,7.901862022932137,163799040,126976
97.46555352210999,0.12404252278855687,7.901862022932137,163799040,126976
98.5262668132782,0.12405577780728655,7.902555255594883,163799040,126976
99.51536726951599,0.12407116042623971,7.521475357559504,163926016,126976
100.63165521621704,0.12408686459402941,7.521475357559504,163926016,126976
101.76040291786194,0.12409808270777477,7.521772457272109,163950592,126976
102.78102016448975,0.12411225405709822,7.521772457272109,163950592,126976
103.89927339553833,0.12413049234554858,7.521772457272109,163950592,126976
104.92712068557739,0.1241446347773251,7.52197052374718,163987456,126976
105.981041431427,0.12416016315334903,7.522960856122532,164048896,126976
107.05559706687927,0.12417745088123848,7.522960856122532,164048896,126976
108.27289652824402,0.12419703294466884,8.044667951457868,164052992,126976
109.42826247215271,0.12421224545945027,8.04526215088308,164052992,126976
110.41880893707275,0.12422955414965807,8.045361184120614,164052992,126976
111.4100558757782,0.12424371874153563,8.046846682683642,164114432,126976
112.50888347625732,0.12425953463786155,8.047242815633783,164114432,126976
113.57169818878174,0.12427916528260455,8.047242815633783,164114432,126976
114.56279015541077,0.1242932558029315,7.530190282462599,164261888,126976
115.66820025444031,0.12430987458293512,7.532468046925909,164364288,126976
116.72283053398132,0.12433236109526163,7.539400373553372,164708352,126976
117.8814606666565,0.12434525752317371,7.540489739166259,164728832,126976
